"BW","fBW_kidney","fBW_liver","fBW_lung","fBW_heart","fBW_brain","fBW_adipose","fBW_muscle","fBW_blood","fBW_carcass","fBW_intestine","fBW_gizzard","fBW_crop","fBW_reprod","CO","fCO_kidney","fCO_intestine","fCO_lung","fCO_heart","fCO_brain","fCO_adipose","fCO_muscle","fCO_carcass","fCO_gizzard","fCO_crop","fCO_liver","fCO_reprod","Qegg","int_nl","int_pl","int_pr","int_w","exp_nl","exp_pl","exp_pr","exp_w","intestine_nl","intestine_pl","intestine_pr","intestine_w","liver_nl","liver_pl","liver_pr","liver_w","kidney_nl","kidney_pl","kidney_pr","kidney_w","heart_nl","heart_pl","heart_pr","heart_w","brain_nl","brain_pl","brain_pr","brain_w","adipose_nl","adipose_pl","adipose_pr","adipose_w","muscle_nl","muscle_pl","muscle_pr","muscle_w","carcass_nl","carcass_pl","carcass_pr","carcass_w","lung_nl","lung_pl","lung_pr","lung_w","blood_nl","blood_pl","blood_pr","blood_w","mamgland_nl","mamgland_pl","mamgland_pr","mamgland_w","reprod_nl","reprod_pl","reprod_pr","reprod_w","nl","pl","pr","w","kabs","Cl_renal","Cl_hepatic","Vmax_tot","Km_tot","fbact","MW","S","Pv","Kow","fBW_stomach","fBW_abomasum","fBW_omasum","fBW_rumen","fBW_reticulum","fBW_mamgland","fCO_blood","fCO_stomach","fCO_abomasum","fCO_omasum","fCO_rumen","fCO_reticulum","fCO_mamgland","Qingest","kgastric","Qmilk","fbile"
2.28222402405607,0.00378774272925046,0.0208029898325131,0.00335436172044152,0.00681773485613782,0.00324857495084291,0.041596529952925,0.399619597460467,0.0490206534269078,0.159152493880124,0.0257611054521485,0.0188831545664101,0.00327794277449097,0.0287378822143478,0.423162066505275,0.0929435944871026,0.138186879231275,0.0233184795895005,0.0923527778887139,0.00384710655532989,0.0073404717793825,0.398641912369473,0.0907395275907378,0.00587459012022593,0.00679540110450941,0.0048276166067471,0.164958562922519,7.05181962550781e-05,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,0.061,0.03,0.123,0.762,1,1,1,1,0.006,0.0012,0,NA,NA,"0s ",126.12,"3230","4.79E-08",0.042657952,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.37,0.004166667,NA,0
