"BW","fBW_kidney","fBW_liver","fBW_lung","fBW_heart","fBW_brain","fBW_adipose","fBW_muscle","fBW_blood","fBW_carcass","fBW_intestine","fBW_stomach","CO","fCO_kidney","fCO_intestine","fCO_lung","fCO_heart","fCO_brain","fCO_adipose","fCO_muscle","fCO_carcass","fCO_stomach","fCO_liver","int_nl","int_pl","int_pr","int_w","exp_nl","exp_pl","exp_pr","exp_w","intestine_nl","intestine_pl","intestine_pr","intestine_w","liver_nl","liver_pl","liver_pr","liver_w","kidney_nl","kidney_pl","kidney_pr","kidney_w","heart_nl","heart_pl","heart_pr","heart_w","brain_nl","brain_pl","brain_pr","brain_w","adipose_nl","adipose_pl","adipose_pr","adipose_w","muscle_nl","muscle_pl","muscle_pr","muscle_w","carcass_nl","carcass_pl","carcass_pr","carcass_w","lung_nl","lung_pl","lung_pr","lung_w","blood_nl","blood_pl","blood_pr","blood_w","mamgland_nl","mamgland_pl","mamgland_pr","mamgland_w","reprod_nl","reprod_pl","reprod_pr","reprod_w","nl","pl","pr","w","kabs","Cl_renal","Cl_hepatic","Vmax_tot","Km_tot","fbact","MW","S","Pv","Kow","fBW_abomasum","fBW_omasum","fBW_rumen","fBW_reticulum","fBW_gizzard","fBW_crop","fBW_mamgland","fBW_reprod","fCO_blood","fCO_abomasum","fCO_omasum","fCO_rumen","fCO_reticulum","fCO_gizzard","fCO_crop","fCO_mamgland","fCO_reprod","Qingest","kgastric","Qmilk","Qegg","fbile"
92.2816847932564,0.00448492408123748,0.0175517158139487,0.00987714838425555,0.00316878464920979,0.000481062476257258,0.148505452730299,0.465110944076302,0.0168460165484926,0.146144605365465,0.0355527756418089,0.00581398952844526,6.08494664042844,0.123403237390716,0.206999356463972,0.0282882401421581,0.0372899855490444,0.00953584861331971,0.0757067940557042,0.342453340745523,0.0521216184975471,0.0174704496572031,0.0872211963395145,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
107.015682476631,0.00369780142354276,0.0170232321466384,0.0104523775632165,0.00364641608168873,0.00582232227721531,0.100640594991783,0.424581321431102,0.0340361669023551,0.169110550525197,0.0397792997579341,0.00576481346013783,3.33515508231714,0.145236599151483,0.208635241807107,0.0305510893297747,0.0415942898988049,0.014135616961368,0.0990677858270667,0.20479956266143,0.0433974500364274,0.0194979850225942,0.077540929630111,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
106.999757715629,0.00433802333326049,0.016878298215979,0.0112848719229619,0.00460429112122421,0.0013986247974687,0.173753217895923,0.503529029019371,0.0194967524495517,0.12906109498905,0.0410780334558913,0.00727027724059746,6.19907936513184,0.0888545755063535,0.293223335293547,0.039808885237098,0.0643064195694128,0.00789067959480714,0.0560747007744357,0.176609667092424,0.0472497075446252,0.01905436639829,0.049160310491636,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
122.150011935142,0.00439390340556339,0.0191793763791009,0.010266599385783,0.00442427639918954,0.00246290028811762,0.149173276367014,0.446543202665315,0.0272508072047713,0.145725939224841,0.0405038107773711,0.0200220521019512,3.85071514872451,0.0985825678078126,0.222349285506258,0.00766162395110428,0.027742289591446,0.00966865150277193,0.0664148936314158,0.24181727218922,0.0106707566096241,0.0158448313706379,0.0571600448891574,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
84.445466641826,0.00354656698067907,0.0204401877115002,0.00974536685557352,0.00369300691193798,0.00194543924858223,0.186318527331993,0.432998141177168,0.0293199405576779,0.136179647048779,0.0468867631154952,0.0124626954665658,3.95862404809173,0.132414607191947,0.329717968832332,0.0150005926731325,0.0550240753202241,0.021125526221231,0.087010618902805,0.133371096237987,0.0716578232256741,0.0166352120718552,0.062293259830308,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
111.483616441227,0.00388653736215962,0.0190176259485763,0.0104063356231103,0.00358966285896773,0.00051976535769457,0.151006888537372,0.458252926882548,0.0374457034956809,0.16534275677179,0.0402476094579853,0.0228254972112497,3.34766485460871,0.139918092158383,0.449089689761785,0.01328164481298,0.0452684419194318,0.0145314053894932,0.058561809921934,0.184267962282124,0.0827588611706243,0.0129655803280204,0.0755556205584944,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
150.786430859852,0.00409581140798443,0.0244661071151241,0.00885334268072631,0.00408538310152804,0.00100422909805513,0.181521809470485,0.439935723942627,0.0411565168768171,0.14724279981825,0.0411662338324229,0.0104038553413699,4.41619877079261,0.0947795209339444,0.168491056714967,0.0107442375776182,0.0393964031824342,0.00399305311667095,0.0619234822345383,0.240945993670115,0.0621673331142217,0.0165267681798156,0.0213164096255928,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
95.5920638780267,0.0045818565914611,0.0189269581095633,0.0106312338672449,0.00405295665272759,0.00154312349153924,0.101639680074698,0.43964796909407,0.0297987966581981,0.142784562752001,0.0439026430363895,0.0159698776702599,2.64396871072899,0.151848841429094,0.329036804421397,0.0195607297455889,0.106128265362492,0.0104593595058254,0.0414193037160414,0.261294546242475,0.061634660708924,0.0166131979482294,0.0396603213158796,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
124.915707115999,0.00397087464446237,0.0170751761731284,0.00770373523507963,0.0043760094364651,0.00363155142444899,0.128333059360705,0.431050051835807,0.0301686705917068,0.147942699569293,0.0423396394127499,0.008911848694097,5.35514752369771,0.0910344945528972,0.272288446130497,0.0207345250376667,0.0491698611645859,0.0140407248601546,0.0600679860626947,0.22980030239179,0.061765346293095,0.0147402234543403,0.0285500720068977,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
136.641472964956,0.00413601912494068,0.0286035444074192,0.00854341279524783,0.00435130498672935,0.00989714837293414,0.127982019367454,0.481006754067311,0.0363185033303303,0.166264275176309,0.030509655188829,0.00604813225312101,7.06967134739567,0.0812842481707333,0.238023978166005,0.0111008310500127,0.0241976387317957,0.0258083273194302,0.0685191776021606,0.257084105083534,0.0328459192809555,0.014398398456441,0.0414321810893738,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
137.330732518258,0.0045910900272622,0.0226226290461942,0.0111858616736508,0.00469086425998962,0.00305597400544623,0.102851225691259,0.463575805372002,0.0166727767845258,0.135742404131879,0.0381259707964552,0.0188950543705425,4.72787328073981,0.119230329859969,0.324236435800677,0.01461664556729,0.059312812140487,0.0227970486895576,0.0614246641857836,0.279052893128308,0.0664948242511713,0.0196705385858078,0.0590499347969472,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
159.087026410075,0.0038211647691508,0.0215200720145874,0.010692670090109,0.00420836375949239,0.000748303863811243,0.132861987609616,0.476618058145078,0.0202201556039575,0.145230315447251,0.0334971506902271,0.0267471778396059,1.34128846747104,0.109994805703664,0.24402288179618,0.0093588849907026,0.0602057302584191,0.0122307444263249,0.0481474125834446,0.270993228696751,0.0205369563373375,0.0161267751455033,0.0680646699564264,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
123.214919741662,0.00409450205283567,0.0208337875161382,0.0109327425030512,0.00364834393848151,0.00317137609542528,0.193881873126606,0.505428588242994,0.0334879711108618,0.129243737631098,0.0332698172092232,0.0108445346160046,3.08969628735098,0.122711637318014,0.274858698051721,0.014588314885477,0.0555399216759494,0.015783057096747,0.0522739246613771,0.329752816822954,0.0366239329101973,0.0149915238038809,0.0611175436492614,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
134.473824465462,0.00364875392838635,0.0170965843854674,0.00949253823491464,0.00362495283907798,0.00104277407731673,0.137842115644233,0.450830380587958,0.0224004743725582,0.147229603837176,0.0373224071864905,0.00371582196523628,4.11873453538085,0.123989761997751,0.305006704260318,0.0179833192075882,0.0319499968718477,0.00828691777929066,0.0861393254374923,0.171979452018585,0.0572535825785037,0.0159324874517831,0.0427758089782991,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
