"BW","fBW_kidney","fBW_liver","fBW_lung","fBW_heart","fBW_brain","fBW_adipose","fBW_muscle","fBW_blood","fBW_carcass","fBW_intestine","fBW_gizzard","fBW_crop","fBW_reprod","CO","fCO_kidney","fCO_intestine","fCO_lung","fCO_heart","fCO_brain","fCO_adipose","fCO_muscle","fCO_carcass","fCO_gizzard","fCO_crop","fCO_liver","fCO_reprod","Qegg","int_nl","int_pl","int_pr","int_w","exp_nl","exp_pl","exp_pr","exp_w","intestine_nl","intestine_pl","intestine_pr","intestine_w","liver_nl","liver_pl","liver_pr","liver_w","kidney_nl","kidney_pl","kidney_pr","kidney_w","heart_nl","heart_pl","heart_pr","heart_w","brain_nl","brain_pl","brain_pr","brain_w","adipose_nl","adipose_pl","adipose_pr","adipose_w","muscle_nl","muscle_pl","muscle_pr","muscle_w","carcass_nl","carcass_pl","carcass_pr","carcass_w","lung_nl","lung_pl","lung_pr","lung_w","blood_nl","blood_pl","blood_pr","blood_w","mamgland_nl","mamgland_pl","mamgland_pr","mamgland_w","reprod_nl","reprod_pl","reprod_pr","reprod_w","nl","pl","pr","w","kabs","Cl_renal","Cl_hepatic","Vmax_tot","Km_tot","fbact","MW","S","Pv","Kow","fBW_stomach","fBW_abomasum","fBW_omasum","fBW_rumen","fBW_reticulum","fBW_mamgland","fCO_blood","fCO_stomach","fCO_abomasum","fCO_omasum","fCO_rumen","fCO_reticulum","fCO_mamgland","Qingest","kgastric","Qmilk","fbile"
1.56,0.00833771236928084,0.0187052805999257,0.00865599633717315,0.00566577950336868,0.000439384378369073,0.0657203873976959,0.56618580006324,0.0273788918623308,0.188272783989871,0.0363716511319869,0.0160819763850405,0.00389645546367806,0.0279593924371986,0.318637482729884,0.140310660526978,0.243605669570269,0.0142984443956671,0.0770841673499578,0.00164065802740044,0.00942463367040887,0.313125085175118,0.023017692809144,0.0116658743901524,0.00244633227894022,0.00149663793171445,0.13317200316149,5.47261520504888e-05,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,0.061,0.03,0.123,0.762,1,1,1,1,0.01133333,0.0002333333,0,NA,NA,0,318.369,"0.117","0",79.04363,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.37,0.004166667,NA,0
