"blood_t0","blood_t0.25","blood_t0.5","blood_t0.75","blood_t1","blood_t1.25","blood_t1.5","blood_t1.75","blood_t2","blood_t2.25","blood_t2.5","blood_t2.75","blood_t3","blood_t3.25","blood_t3.5","blood_t3.75","blood_t4","wholebody_t0","wholebody_t0.25","wholebody_t0.5","wholebody_t0.75","wholebody_t1","wholebody_t1.25","wholebody_t1.5","wholebody_t1.75","wholebody_t2","wholebody_t2.25","wholebody_t2.5","wholebody_t2.75","wholebody_t3","wholebody_t3.25","wholebody_t3.5","wholebody_t3.75","wholebody_t4"
0,45.0072459297702,40.3384051441855,34.6615248298471,29.4341698922022,24.8808352607831,20.9915553429974,17.6956422836654,14.9118742000031,12.5640520736947,10.5851501474506,8.91766045717319,7.51274926087551,6.329132811475,5.33197794001138,4.4919193760035,3.7842108499767,0,24.7979846210696,29.3590785532652,27.9030749983706,24.6975953801919,21.2541104076316,18.0738531340245,15.2896201046756,12.9045410532373,10.8803727268397,9.16952370194485,7.7261178948056,6.50933153053656,5.48395413821858,4.62001471538716,3.89214834429493,3.27894278168779
0,47.8263724007896,44.3631126573073,38.4728532874196,32.5986033161768,27.3522568240353,22.8511003310245,19.0535975324273,15.8732495845385,13.2185043161872,11.0057771219082,9.16270556521593,7.62800050756832,6.35024420089008,5.28648305744013,4.40090272177774,3.66366719683794,0,27.0644602412836,31.9514222840397,30.1426866994884,26.4298831407878,22.5067768919311,18.9268114207002,15.8280372449623,13.2036378462771,11.0019957661554,9.16280149723771,7.6293046649577,6.35179196143573,5.28794593403785,4.40218635811252,3.66476064037885,3.05085023677904
0,48.5528023058618,44.6537011431709,38.7046245380958,32.8774813915422,27.6907198304439,23.2349015227789,19.4635026311943,16.2920451702697,13.6327657755299,11.4058215740043,9.54200365456889,7.98250614168863,6.67779289789081,5.58629581518417,4.6731927765779,3.90933525616843,0,27.4205813286166,32.4562937581841,30.7264625348019,27.0504663473207,23.1361263066709,19.5454802392197,16.422649384261,13.7653937347445,11.5255771287942,9.64550264403306,8.07033786113388,6.75173907650359,5.6483325422639,4.72515610459154,3.95283006330603,3.30672715186336
0,48.2400174882248,44.8873738142627,39.0931527957254,33.2570789523501,28.0145250331183,23.4970788496806,19.6706527442384,16.4534392729681,13.7572325193552,11.5009175690283,9.61393810131467,8.03628998457929,6.71743350897761,5.61498045062468,4.69344597273527,3.92314913322261,0,28.1100396202933,33.2603197734995,31.4398990945276,27.6381701328441,23.609324823746,19.9239152957554,16.7246893745091,14.0062081931657,11.7173388272576,9.79794279616219,8.19125431787526,6.84739755123733,5.72377611813214,4.78444618531706,3.99923669761163,3.34288113815996
0,50.8351847522586,48.456263417863,42.4302854047897,36.0069382830492,30.1513265664898,25.0997278768611,20.8393972364065,17.281607409627,14.3235003852041,11.8688385135872,9.83375191645503,8.14720229990701,6.749752989878,5.59194360642166,4.63271577321164,3.83802331681673,0,29.7183574655006,35.1300307227192,33.0463710057659,28.8584397867693,24.4643417795277,20.476693781256,17.0426154403481,14.1486064408805,11.7326244264655,9.72416431321808,8.05763819745535,6.67601288294039,5.53102577629025,4.58231276303516,3.79629086693929,3.14508425659213
0,45.2072936366378,41.4221000766464,35.8655450699321,30.4913037355547,25.7289756252543,21.6402824128408,18.1753700529055,15.2555389619739,12.8011313636653,10.7402342913537,9.01061156314222,7.55933496726728,6.3417318939729,5.32022377623038,4.46324679928682,3.74430696501754,0,25.7075098460539,30.4654998534656,28.9036903124936,25.5096099613264,21.8766914134393,18.5325451394097,15.6151841881161,13.1255088477314,11.0209207868425,9.24931775255057,7.76081113810379,6.51121524093058,5.46258076175558,4.58273858243491,3.84457576066907,3.22529927562764
0,45.6352887219108,41.0775192214166,35.2762086229986,29.8611919020048,25.1292329420052,21.0934863347405,17.6861455002971,14.8218976245122,12.4187900529089,10.4042887190587,8.71618837094756,7.30184113257449,6.11694223856342,5.12430170916948,4.29273668828552,3.5961141608636,0,25.0819705981575,29.6397986433988,28.0531829483885,24.7087231418722,21.151970354725,17.8893196559605,15.0499666768911,12.6315638557073,10.5906824964287,8.87539192446392,7.43635647908062,6.23005894115331,5.21922336903552,4.37231507577569,3.66280131532131,3.06841173897716
0,42.7784974370782,39.8821996152859,34.7784632295292,29.6387430147836,25.0165358845638,21.026333644211,17.6395415242044,14.7859226616075,12.3893173668566,10.3794345084211,8.69495742888611,7.28360921083238,6.10125632151753,5.11080099769389,4.28111954622626,3.58612273654187,0,24.4317909182964,28.8142716557232,27.2643692994717,24.0131336743825,20.556304541281,17.3850849619389,14.6251252423357,12.2743018224247,10.2904871934172,8.62323004181826,7.22457107545164,6.05219525277957,5.06985217040267,4.24687387353756,3.557457391413,2.97994590608133
0,49.6380823538054,44.5131347417867,38.2080743701236,32.4003040748831,27.3413659590383,23.023372731282,19.369123168728,16.2880757600957,13.6945851188422,11.51309182367,9.67874343059583,8.13652197335727,6.83998916227405,5.75003633339294,4.83376042244876,4.06349160103947,0,27.1440762192346,31.9933316430821,30.3329823884062,26.7928489609084,23.0103340951773,19.5269546231214,16.4843390458942,13.8835235239074,11.6809436452757,9.82324556196571,8.25927716378287,6.94366505808869,5.83737278453107,4.90724798463635,4.12529450208373,3.46792971741095
0,51.2869356812355,47.6483016675845,41.3857685108041,35.1222917214742,29.517994641021,24.7024291135175,20.6334256584327,17.2201481822145,14.3660971666018,11.9830536364291,9.99455433253225,8.3357501292424,6.95215378080446,5.79817219214925,4.83572426173756,4.03302912766329,0,28.7325441719308,33.8054120008107,31.8598666422005,27.9402111739453,23.8136300965286,20.0517225374967,16.7946156107967,14.0334706137862,11.713960864879,9.77323742465572,8.15233157948124,6.79961533189042,5.67111621174756,4.72981930831948,3.94472634158901,3.28993687769422
0,44.4948609037522,40.690896194903,35.2091094284355,29.9109227044315,25.2163626806792,21.187605161508,17.7761207525532,14.9040790763978,12.4923822191173,10.4695547272882,8.7737574526337,7.35244238829011,6.16130261556778,5.16310756381462,4.32662034975535,3.62565060485159,0,25.0032845612898,29.4876719394671,27.8950289524724,24.5673660564435,21.0332466400969,17.792597978019,14.9724851772565,12.5701474209078,10.5423743745677,8.83764479221976,7.40705193577578,6.20746633201379,5.20194250351173,4.35921979380583,3.65298956560791,3.0611633739151
0,47.0510639474147,43.5339353980666,37.7767942442163,32.0643239829601,26.9642294512205,22.5833544661436,18.8801705536759,15.7715536758469,13.1700449647037,10.9958906830538,9.17999490640158,7.6637361775463,6.39782601163485,5.34098698900434,4.45871146694032,3.722173913289,0,26.5795319959705,31.3298663864613,29.5583132131756,25.9461104216542,22.1344596726917,18.6551914086025,15.6396651506973,13.0808277581861,10.929210258391,9.1272418309759,7.6207849970973,6.36237611600311,5.31154476923751,4.43418948384625,3.70172390179358,3.09023976606981
0,49.2118068554066,45.2083839589451,39.1166383986976,33.1753267607588,27.9038837495163,23.3849352457582,19.566129372358,16.359065126715,13.6732013055928,11.4266255661233,9.54853916377595,7.97889673900578,6.66719061651798,5.57109085647234,4.65517926387833,3.88984266445877,0,27.4293979860866,32.4131289532522,30.6546362112826,26.9617333065403,23.0374822309213,19.4419318375034,16.3180357197834,13.662616783261,11.4267317201266,9.55200810151847,7.98307191300342,6.67116145160397,5.57459091826352,4.65817264593061,3.89236987944774,3.25245122791193
0,49.5747785943634,46.4767320156622,40.419628904922,34.2303300927063,28.6660602095654,23.8883166023732,19.8630826596172,16.4997432295329,13.699769363365,11.3726417297316,9.43994874772186,7.83537668278167,6.5034222741594,5.39784398294461,4.480196112131,3.71854432311433,0,28.467357726658,33.5549004563082,31.5722071257278,27.603299920802,23.4363315180847,19.6496944910238,16.3834632812913,13.6261331185097,11.3201261561831,9.39959580653324,7.80310031301794,6.47709044767407,5.37616069931825,4.46226377639875,3.70368489935287,3.07404993162717
0,50.8441185726941,47.1037402805015,40.920110006017,34.7796531960704,29.2933691174141,24.5753304039156,20.5813264591177,17.2231151935185,14.407896113618,12.050990711376,10.0789471299644,8.42935388363077,7.04964855832366,5.89573551903001,4.93068584972838,4.12359631864578,0,29.0867466599613,34.315304135978,32.4192380911899,28.5021812800908,24.3558951303189,20.5631340424844,17.2696983068443,14.4699527235638,12.1115228695116,10.1327977383271,8.47559584131463,7.08877202737562,5.92862342131345,4.95825336654405,4.14667490008695,3.46792472196404
0,46.0809939014536,40.9685114149343,35.037218039321,29.6816918173097,25.0573564560976,21.1232911761223,17.7961081475382,14.9890979248307,12.623418576361,10.6305837615838,8.95216110733772,7.53866686469519,6.34832864903972,5.34593224780869,4.50180982233222,3.7909729127359,0,25.1260461706474,29.5883234681615,28.0555275740915,24.799927653629,21.3237680063877,18.1214627670068,15.3217906449263,12.9255970758436,10.8933044578257,9.17649376053785,7.72873792178865,6.50882252013013,5.4812471817319,4.61581961287018,3.88700342471626,3.27325265846522
0,44.6456522120412,41.1461567267582,35.6690522730407,30.3161541038037,25.5593278322051,21.4739203931313,18.0138789243046,15.101055067122,12.6553824768198,10.6043522355884,8.88518583109546,7.44452507391046,6.23737912036168,5.22594568036807,4.37851220302296,3.6684935041384,0,25.2680544439894,29.8259043694202,28.2308729479791,24.8710521420742,21.2960290272011,18.0149699867337,15.1584837712366,12.7247696025029,10.6704930502646,8.94361404773039,7.49461237207743,6.2797709293571,5.26162378646193,4.40846515626051,3.69361201037157,3.09466359827282
0,43.0059297818148,39.8149557222873,34.6376546733576,29.5192396303096,24.9454806696264,21.0033802699847,17.6557434084859,14.8310486721485,12.4542964188824,10.4569426227176,8.77935563486227,7.37069122588484,6.18797109969538,5.1950037795539,4.36136421015188,3.66149418927496,0,24.3218818069338,28.6653269408601,27.1492852877085,23.9495606776026,20.5406745100696,17.407572169602,14.6754000164657,12.3434199050947,10.371293857611,8.71024372887174,7.31371871413461,6.14053500111058,5.15532777742846,4.32811063881119,3.6335977317301,3.05051901378582
0,49.2722549076745,44.9618324801592,38.7915536789618,32.8984051226819,27.7111588465608,23.2741508987437,19.5227516230575,16.3667847291343,13.7175431535104,11.4958276314047,9.6334555635206,8.07261101928164,6.76459004662255,5.66848396605475,4.74997642486727,3.9802978868913,0,27.3094560763283,32.2425330291893,30.533101108451,26.9112037405791,23.0510144286863,19.5048793115688,16.4157402520609,13.7827320146753,11.5595872212727,9.69033568957526,8.12157899072122,6.80611635151921,5.70346772393317,4.77936186752827,4.00494835316514,3.35600158770943
0,51.7064241688386,47.2185719199015,40.7688590027243,34.5621864287091,29.0800797512084,24.3875303833323,20.4227153784532,17.0915411316054,14.2996450899468,11.9622843947065,10.0064114336047,8.37011804943488,7.00131941586664,5.85633620112354,4.89859039467116,4.09747028366421,0,28.9885686834165,34.2066908051566,32.3239575615242,28.4249266484339,24.2950821445116,20.515884945942,17.2332778294899,14.4420771392824,12.0903564299242,10.1168809895927,8.46377190669494,7.08012491186052,5.92242879877514,4.95393960728011,4.14379210465089,3.46612000656162
0,49.2697910957111,46.1357245476538,40.2312982770787,34.1943671829112,28.749747847054,24.0571271467208,20.0878037541141,16.7574972314181,13.9733695702774,11.6495792380707,9.71140609576932,8.09538068720547,6.74815315878895,5.62508661365289,4.68891092677623,3.90853559361595,0,28.5124170412994,33.6796001529638,31.7780693971141,27.8755821233372,23.7552614034493,19.9959773680263,16.7407829968048,13.9818373810031,11.6650244601314,9.72742075979426,8.10990563933174,6.76070086465967,5.63571078735619,4.69782860800378,3.915992196414,3.26426005817112
0,47.7061774936364,44.2885606887932,38.4741571874643,32.6588577846339,27.4540514709104,22.9805233674502,19.1995761030127,16.0271744193387,13.3739153543317,11.158015383398,9.30856164762042,7.76539479866122,6.47795518404077,5.4039260879647,4.50795473608833,3.76053040539593,0,27.0663245565741,31.9098106775044,30.0944344152324,26.4020232736741,22.5089242906034,18.9577833611947,15.8820889121875,13.2740279665444,11.082584788179,9.24858590478637,7.7164641333775,6.43754845798252,5.37037240948496,4.48002165934956,3.7372501007202,3.1176156406422
0,49.2655842925944,45.2631361340229,39.1654276033962,33.2163034570208,27.9373742373682,23.4119390807324,19.5877393969533,16.3762738569463,13.686852474375,11.4374164881251,9.55703858807588,7.98556543804606,6.67240044316336,5.57514112131372,4.65831038372954,3.8922473794399,0,27.4621690555475,32.4522477612243,30.6907970312288,26.9924288009099,23.0626135018368,19.4621513832462,16.3341480068854,13.6753762183798,11.4367865397618,9.55989568132591,7.9892304403155,6.67594527280749,5.57828522725385,4.66100625365356,3.89452589729232,3.25407585420051
0,48.0004578634776,44.6750027759823,38.7598781704143,32.8191430575511,27.5066798980468,22.9510572573877,19.111684781394,15.9002966439042,13.2231732458942,10.9947860590555,9.14117483723688,7.59978026291723,6.31819062090935,5.25268186802678,4.36684696704765,3.63039741138416,0,27.3150085759725,32.1819845195656,30.304619245616,26.5276238411071,22.5551873603888,18.9398189823824,15.8165508494637,13.1757893067366,10.9637559524772,9.1185225610802,7.58213074017474,6.30396229941347,5.24102031499723,4.35721497209158,3.62241346363836,3.01151611524019
0,51.5922638120873,47.9630935370648,41.7151050787014,35.4587833524141,29.8542132213998,25.0312330833214,20.9489226283963,17.5180937394644,14.6438088251081,12.2391352033797,10.2285930852199,8.54804863567441,7.14351183741136,5.96971690370254,4.9887810598319,4.16902586580539,0,29.6448749527984,34.9819699786547,33.0369655450181,29.0287312955158,24.7894281693214,20.9143346723534,17.5517929500304,14.6953701014224,12.2909697690582,10.2751789876573,8.58820124605044,7.17752316924324,5.99831013514488,5.01273961879855,4.18907137912161,3.50073114135632
0,53.013994516393,48.8127590138761,42.291885901809,35.892449454427,30.2002716290446,25.3157742409299,21.1861571851414,17.7171133767321,14.811216283467,12.3801096381202,10.347360867778,8.64812294822013,7.2278371119318,6.04076966196296,5.04864737018006,4.2194639460915,0,30.2325377341179,35.7103345253344,33.7464268361138,29.6649454868953,25.3402125181117,21.3834959709093,17.948367274922,15.0293534385257,12.5717408070328,10.5110125642844,8.78620627046018,7.34373263133067,6.13781458006262,5.12982265620046,4.28733289728648,3.58319454041639
0,47.5729982032374,44.4721536640255,38.7427480608442,32.942694995037,27.7294554843291,23.2386643130575,19.437145039115,16.2433008913434,13.5689336332842,11.3328856308898,9.46456782173493,7.90397443291558,6.60059769483564,5.51210960680114,4.60310630259728,3.84400127834996,0,27.4113871638693,32.3928752972341,30.6137773058641,26.904620538556,22.9715406369997,19.3728034585108,16.2493117919166,13.596437033342,11.3643148457744,9.49399827108832,7.92974977157462,6.6225733222825,5.5306308872905,4.61863705789982,3.85699485216718,3.22093906090693
0,46.6458856871821,43.9810214577248,38.4886669426297,32.8099285934855,27.6640335016747,23.2137707023433,19.4380635204209,16.2610316327776,13.5974826557058,11.3680525331806,9.50334348688163,7.9441982115954,6.64073591606207,5.55109904003389,4.64023768381756,3.87883045426567,0,26.9851108095874,31.8566043979073,30.1116117313801,26.4776218525085,22.6236884456295,19.0956829874156,16.0315029807854,13.4269027646795,11.2334576469433,9.39383686287189,7.85378820047341,6.56558477154321,5.48843846240785,4.58791877107719,3.83511894330682,3.20582821344327
0,51.7734035384187,47.7885332408643,41.4002254374693,35.1273572318901,29.5525155471976,24.7709542282717,20.7291723390609,17.3342036503074,14.4904917000611,12.1115019012205,10.1224077056318,8.45973036507712,7.07006297720191,5.90863769380366,4.93799022657481,4.12679164729411,0,29.1202966123142,34.4128831995526,32.5487773287961,28.6314462589107,24.4678469364414,20.6522833390596,17.3366336123213,14.5177276932726,12.1437896289409,10.1529914035962,8.48665039952414,7.09307482398362,5.92806351828888,4.95429825156808,4.1404483755737,3.46027614326688
0,51.8129151188902,47.3471222018253,40.8895675614913,34.666014996885,29.1661707167413,24.4577165989588,20.479447559759,17.1371739315946,14.336228269123,11.9915337613009,10.0297384943655,8.38867434890492,7.0160403232645,5.86797951086235,4.9077689019502,4.10467876136959,0,29.0744263907381,34.3093267022252,32.419198322231,28.5062471771375,24.362160544992,20.5703323167434,17.2771048547207,14.4771790830655,12.1183692473682,10.139167554576,8.48144964047675,7.09410290089451,5.93344353906325,4.96258620256936,4.1505504649739,3.47137647947975
0,49.2636387682278,46.1441650530215,40.2423103988888,34.2043934818334,28.7578907822385,24.0633910020842,20.0924592993592,16.760857959063,13.9757194266583,11.6511548466183,9.71239755699822,8.09593785687142,6.74839278494497,5.62509883430444,4.68876475444851,3.9082833984931,0,28.5263373033912,33.6915811021968,31.7875279692583,27.8827349485175,23.7605055420829,19.9997094352633,16.7433458581026,13.9835111673241,11.6660320026955,9.7279366758904,8.11006537475192,6.76060858357378,5.63544591632534,4.69745114133963,3.91554694815767,3.26378004723637
0,47.7287202151895,44.2591082989173,38.4355462727019,32.6235566967173,27.4252250392534,22.9581912943171,19.1828243672103,16.0149336017049,13.3652126534333,11.1520374877387,9.30465306490073,7.76303702455862,6.476742713535,5.40354447618803,4.50816202854589,3.76114192394413,0,27.0164696345198,31.8671624052047,30.0607091140361,26.37635142385,22.4899023190796,18.944038912146,15.8724424348866,13.2675162682742,11.0784403073167,9.24620526518058,7.7153773980095,6.43739243928492,5.37086855427807,4.48095810545236,3.73846727195164,3.11899475325775
0,49.2670296588127,45.2441116724754,39.1444409866692,33.198275218929,27.9233007423622,23.4015374156027,19.5803833471501,16.371319117402,13.6837370349285,11.4356803468844,9.55631651742935,7.98557246309095,6.67291691734971,5.57599955017747,4.65938444085459,3.89344298288169,0,27.4357033294252,32.4312692861714,30.6752006966134,26.9813100941029,23.0550310339212,19.457284105306,16.3313236433925,13.6740604699526,11.4365619063021,9.56043977857418,7.9902968728185,6.67734768847237,5.57988435771047,4.66269951600371,3.89623911318948,3.25575668923557
0,47.9836286827992,44.696597955949,38.7880779325044,32.8447871274754,27.5274669252759,22.9670055406053,19.1234992086136,15.9087913014511,13.2290841755336,10.9987252244409,9.14363248280039,7.60114157042918,6.31875457002805,5.25267836615973,4.36645127157721,3.62974188454201,0,27.3507619361566,32.212875593484,30.3289915395334,26.5460289537379,22.568658235367,18.949388571814,15.8231112929104,13.1800681444965,10.9663304673615,9.11984380712445,7.58254745410694,6.30374173775214,5.24036550079876,4.35627864058335,3.62130920565731,3.01032722032532
0,51.5858243822106,47.9926169674081,41.7488220634594,35.4880537542418,29.8771934511203,25.0483037819818,20.9610697756351,17.5263488861406,14.6490761322543,12.2421562257905,10.2299573572426,8.5482167063434,7.14283916101574,5.96847497888575,4.98717506403407,4.16720898721297,0,29.6870315790568,35.0160086949963,33.0625596437315,29.04714844984,24.8021196284864,20.9226041623647,17.5567209334677,14.6978202810829,12.2916192979255,10.274552017232,8.58669926433933,7.17545054038129,5.99589494724628,5.01015044838143,4.18643065984794,3.4981257662428
0,53.0126273258165,48.817577318133,42.2974765208759,35.8973422669378,30.2041417777298,25.3186741686124,21.1882442148736,17.7185548805129,14.8121599568353,12.3806771025511,10.3476491123369,8.64820796022655,7.22777771619139,6.04061094223051,5.04842353364538,4.21920065661232,0,30.2394495525389,35.7160017140434,33.750731752547,29.6680735788675,25.3423938941109,21.3849421039902,17.9492551520526,15.0298252917558,12.5719085412794,10.5109630495174,8.78600623329398,7.34343281068793,6.13745313468554,5.12942791175789,4.28692554083135,3.5827893631419
0,47.5815945079065,44.4446362861406,38.710580994437,32.914534489552,27.7072331907613,23.2220856335992,19.4252924737079,16.2351948671091,13.5637093110386,11.3298313803039,9.46311697336933,7.90368390109201,6.60112529881845,5.51319384782743,4.60454943977345,3.84565555596182,0,27.371234097446,32.36004774114,30.5889096844996,26.8866116802713,22.9590389606414,19.3645707275791,16.2443134943093,13.5938430160509,11.3634729441218,9.49440305610339,7.93101373226742,6.62440241618989,5.53280451539253,4.62099193889246,3.85941215622264,3.22333420475982
0,46.6603335006324,43.9790852004987,38.4821622256058,32.8027612136335,27.6574836441163,23.2081638782502,19.433393001,16.2571887205136,13.5943394226731,11.3654895715364,9.5012575306838,7.94250267896782,6.63935920141461,5.54998230150005,4.6393327219398,3.87809785612361,0,26.9760500661047,31.8472649855205,30.1032684726801,26.4705386792274,22.6178043288976,19.0908433617829,16.0275416686713,13.4236686717106,11.2308213487734,9.39169022299518,7.85204187066685,6.56416531447154,5.48728567746168,4.58698338095699,3.83436065016682,3.20521408635746
0,51.7767470134105,47.7780695785249,41.3879466400288,35.1165499540177,29.5439269516388,24.7644884288215,20.7244934955433,17.3309484785913,14.4883374431276,12.1101818028482,10.1217085353111,8.45948476793401,7.07014119311523,5.9089401147585,4.93844114068211,4.12733413213656,0,29.1047107420079,34.4001601920576,32.5391005948843,28.6243780004345,24.4628723700052,20.6489360165471,17.3345248179053,14.5165452837031,12.1432878437564,10.1529791821658,8.48698068915138,7.09363552304229,5.92877005482192,4.95508759911006,4.14127427020616,3.46110528235271
0,51.8177739286374,47.3535198033761,40.8949929916835,34.6700825436603,29.1689868147334,24.4595102569587,20.4804512368238,17.1375881382984,14.3362153103204,11.9912209508961,10.0292237943491,8.38803201750983,7.01532584405938,5.86723367197803,4.9070210911388,4.10394959418369,0,29.0811186369597,34.3137941623951,32.4219890283049,28.5078118262105,24.3628349255863,20.5703694857375,17.2766966664457,14.476470817238,12.1174702416233,10.1381592769735,8.48039195804656,7.09303899596292,5.93240377735733,4.96159117553232,4.14961337710926,3.47050501516507
0,49.2122227633843,46.1221849841823,40.2309872948105,34.1988893446871,28.7560519886033,24.0639608410335,20.0946166523781,16.7640323287588,13.9795026958087,11.6552527331895,9.71659917308795,8.10009465848147,6.75240312141533,5.62889625178012,4.69230902030226,3.91155358580919,0,28.5180856303147,33.6908211071897,31.7905389928875,27.8878861053014,23.766863578609,20.0066790555011,16.7505283626036,13.9906355327434,11.6729159767825,9.73446194822382,8.11616029760634,6.76623552622552,5.64059178057908,4.70212018334167,3.91975534426556,3.26755180080676
0,47.7744840525846,44.304640430327,38.473529760889,32.6524201973709,27.445617748527,22.9716110149751,19.1908280687855,16.0188754712174,13.3661922919766,11.1509185634385,9.30210065624843,7.75955574640841,6.47271015476374,5.3992388925366,4.50378469266206,3.75683492499043,0,27.0586408993295,31.8954553056638,30.0786862905763,26.386628671637,22.4945111677763,18.9445648470558,15.8701081526998,13.263254005444,11.0729528382805,9.24001572234129,7.70886928028973,6.43084144228689,5.36446774031954,4.47483771189203,3.73271023070183,3.11364879420236
